,dvfs,application,base_kernel_runtime,kernel_runtime,ratio
0,1005,bplustree,108.0,8.726666666666667,12.376666666666663
1,1020,bplustree,108.0,8.71,12.4
2,1035,bplustree,108.0,8.546666666666667,12.643333333333333
3,1050,bplustree,108.0,8.513333333333334,12.683333333333332
4,1065,bplustree,108.0,8.403333333333334,12.846666666666666
5,1080,bplustree,108.0,8.27,13.063333333333333
6,1095,bplustree,108.0,8.246666666666668,13.1
7,1110,bplustree,108.0,8.123333333333333,13.293333333333337
8,1125,bplustree,108.0,8.08,13.373333333333331
9,1140,bplustree,108.0,7.96,13.566666666666668
10,1155,bplustree,108.0,7.943333333333332,13.596666666666666
11,1170,bplustree,108.0,7.846666666666667,13.763333333333334
12,1185,bplustree,108.0,7.786666666666666,13.87
13,1200,bplustree,108.0,7.823333333333333,13.806666666666668
14,1215,bplustree,108.0,7.68,14.066666666666668
15,1230,bplustree,108.0,7.643333333333333,14.12
16,1245,bplustree,108.0,7.586666666666667,14.236666666666666
17,1260,bplustree,108.0,7.493333333333333,14.406666666666666
18,1275,bplustree,108.0,7.45,14.493333333333334
19,1290,bplustree,108.0,7.45,14.5
20,1305,bplustree,108.0,7.32,14.756666666666666
21,1320,bplustree,108.0,7.32,14.753333333333332
22,1335,bplustree,108.0,7.216666666666666,14.963333333333331
23,1350,bplustree,108.0,7.183333333333334,15.036666666666669
24,1365,bplustree,108.0,7.13,15.14
25,1380,bplustree,108.0,7.096666666666667,15.223333333333334
26,1395,bplustree,108.0,7.06,15.296666666666669
27,1410,bplustree,108.0,7.12,15.176666666666668
28,510,bplustree,108.0,14.433333333333332,7.483333333333333
29,525,bplustree,108.0,14.136666666666663,7.643333333333333
30,540,bplustree,108.0,13.903333333333334,7.77
31,555,bplustree,108.0,13.74,7.859999999999999
32,570,bplustree,108.0,13.5,8.003333333333332
33,585,bplustree,108.0,13.286666666666669,8.126666666666667
34,600,bplustree,108.0,13.126666666666669,8.226666666666667
35,615,bplustree,108.0,12.923333333333332,8.356666666666667
36,630,bplustree,108.0,12.776666666666666,8.453333333333333
37,645,bplustree,108.0,12.073333333333332,8.946666666666667
38,660,bplustree,108.0,11.936666666666667,9.046666666666669
39,675,bplustree,108.0,11.78,9.166666666666666
40,690,bplustree,108.0,11.373333333333331,9.5
41,705,bplustree,108.0,11.263333333333334,9.59
42,720,bplustree,108.0,11.123333333333331,9.71
43,735,bplustree,108.0,10.986666666666666,9.83
44,750,bplustree,108.0,10.7,10.09
45,765,bplustree,108.0,10.590000000000002,10.196666666666667
46,780,bplustree,108.0,10.483333333333333,10.3
47,795,bplustree,108.0,10.326666666666666,10.46
48,810,bplustree,108.0,10.086666666666668,10.703333333333331
49,825,bplustree,108.0,10.036666666666669,10.76
50,840,bplustree,108.0,9.909999999999998,10.896666666666668
51,855,bplustree,108.0,9.683333333333334,11.153333333333334
52,870,bplustree,108.0,9.590000000000002,11.263333333333334
53,885,bplustree,108.0,9.516666666666667,11.346666666666666
54,900,bplustree,108.0,9.413333333333334,11.476666666666668
55,915,bplustree,108.0,9.28,11.64
56,930,bplustree,108.0,9.19,11.753333333333332
57,945,bplustree,108.0,9.12,11.846666666666666
58,960,bplustree,108.0,8.976666666666667,12.026666666666666
59,975,bplustree,108.0,8.909999999999998,12.126666666666669
60,990,bplustree,108.0,8.82,12.246666666666668
