,dvfs,application,base_kernel_runtime,kernel_runtime,ratio
0,1005,stencil,125.0,5.6000000000000005,22.316666666666663
1,1020,stencil,125.0,5.566666666666666,22.46
2,1035,stencil,125.0,5.556666666666668,22.5
3,1050,stencil,125.0,5.47,22.85333333333333
4,1065,stencil,125.0,5.390000000000001,23.203333333333333
5,1080,stencil,125.0,5.44,22.98333333333333
6,1095,stencil,125.0,5.34,23.40333333333333
7,1110,stencil,125.0,5.283333333333333,23.67333333333333
8,1125,stencil,125.0,5.260000000000001,23.76
9,1140,stencil,125.0,5.243333333333333,23.85333333333333
10,1155,stencil,125.0,5.16,24.21666666666667
11,1170,stencil,125.0,5.15,24.26333333333333
12,1185,stencil,125.0,5.096666666666667,24.52333333333333
13,1200,stencil,125.0,5.076666666666667,24.606666666666666
14,1215,stencil,125.0,5.093333333333334,24.546666666666667
15,1230,stencil,125.0,5.01,24.96333333333333
16,1245,stencil,125.0,4.943333333333333,25.28333333333333
17,1260,stencil,125.0,4.926666666666667,25.376666666666665
18,1275,stencil,125.0,4.933333333333334,25.346666666666664
19,1290,stencil,125.0,4.91,25.47
20,1305,stencil,125.0,4.866666666666666,25.703333333333333
21,1320,stencil,125.0,4.84,25.816666666666663
22,1335,stencil,125.0,4.86,25.74333333333333
23,1350,stencil,125.0,4.836666666666667,25.86
24,1365,stencil,125.0,4.846666666666667,25.793333333333333
25,1380,stencil,125.0,4.77,26.21333333333333
26,1395,stencil,125.0,4.746666666666666,26.336666666666662
27,1410,stencil,125.0,4.783333333333333,26.16
28,510,stencil,125.0,9.256666666666666,13.5
29,525,stencil,125.0,9.163333333333334,13.643333333333333
30,540,stencil,125.0,9.01,13.876666666666663
31,555,stencil,125.0,8.950000000000001,13.966666666666669
32,570,stencil,125.0,8.863333333333333,14.1
33,585,stencil,125.0,8.816666666666668,14.173333333333332
34,600,stencil,125.0,8.736666666666666,14.306666666666668
35,615,stencil,125.0,8.693333333333333,14.376666666666663
36,630,stencil,125.0,8.633333333333333,14.476666666666668
37,645,stencil,125.0,8.043333333333333,15.543333333333337
38,660,stencil,125.0,8.02,15.596666666666666
39,675,stencil,125.0,7.956666666666667,15.71
40,690,stencil,125.0,7.726666666666667,16.176666666666666
41,705,stencil,125.0,7.563333333333333,16.526666666666667
42,720,stencil,125.0,7.246666666666667,17.246666666666666
43,735,stencil,125.0,7.31,17.106666666666666
44,750,stencil,125.0,6.953333333333333,17.99
45,765,stencil,125.0,6.989999999999999,17.886666666666667
46,780,stencil,125.0,6.656666666666666,18.78
47,795,stencil,125.0,6.696666666666666,18.68
48,810,stencil,125.0,6.533333333333334,19.136666666666667
49,825,stencil,125.0,6.31,19.813333333333333
50,840,stencil,125.0,6.27,19.93
51,855,stencil,125.0,6.1933333333333325,20.18
52,870,stencil,125.0,6.196666666666666,20.16333333333333
53,885,stencil,125.0,6.026666666666666,20.743333333333336
54,900,stencil,125.0,6.0,20.836666666666662
55,915,stencil,125.0,5.976666666666667,20.91333333333333
56,930,stencil,125.0,5.933333333333334,21.06
57,945,stencil,125.0,5.843333333333334,21.386666666666667
58,960,stencil,125.0,5.763333333333333,21.683333333333334
59,975,stencil,125.0,5.743333333333333,21.77
60,990,stencil,125.0,5.7,21.92333333333333
