,ID,gr_engine_active,sm_active,sm_occupancy,tensor_activity,dram_active,fp64_active,fp32_active,fp16_active,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,mem_copy_utilization,mem_util_samples,gpu_util_samples,power_usage,total_energy_consumption,pstate,gpu_temp,memory_temp,sm_clock,run_time,application,sm_app_clock
66,0.0,0.9952941,0.97732353,0.82182354,0.0,0.62333983,0.0,0.38655227,0.0,24481198.993464053,63493882.777777776,92.99346,72.47713,71.552284,91.732025,390.46118,4313.163941176471,0.0,44.398693,51.800655,1335.0,4.86,stencil,1335
67,0.0,0.99990445,0.982965,0.8258662,0.0,0.62223566,0.0,0.39074522,0.0,15879836.283439491,31629223.410828024,94.66879,73.092354,72.84077,93.4363,380.42728,4276.104850318471,0.0,43.977707,51.732483,1320.0,4.84,stencil,1320
68,0.0,0.9997061,0.98329073,0.82550156,0.0,0.61684346,0.0,0.3919968,0.0,16090063.083067093,31581912.98083067,93.08307,71.98083,71.07348,92.1246,374.48975,4240.017670926518,0.0,43.121407,51.329075,1305.0,4.866666666666666,stencil,1305
69,0.0,0.99878204,0.9814231,0.8235096,0.0,0.611516,0.0,0.3930577,0.0,18455923.919871796,30977061.897435896,94.44551,72.02564,72.00961,93.52244,364.7217,4235.042977564102,0.0,42.945515,51.458332,1290.0,4.91,stencil,1290
70,0.0,0.9954243,0.97524244,0.8177091,0.0,0.60247576,0.0,0.39102727,0.0,24160712.348484848,54160098.93030303,93.99394,70.94242,70.44242,93.26667,353.07278,4203.12123030303,0.0,42.081818,51.057575,1275.0,4.933333333333334,stencil,1275
71,0.0,0.993315,0.9764312,0.8179511,0.0,0.59788686,0.0,0.39374006,0.0,35615516.80122324,79662154.12232415,94.11009,70.96636,70.03976,93.12844,346.26587,4281.453935779817,0.0,41.608562,51.01529,1260.0,4.926666666666667,stencil,1260
72,0.0,1.0,0.9833201,0.8232866,0.0,0.5965762,0.0,0.39757013,0.0,14957100.32317073,30071147.774390243,94.33231,70.006096,69.88719,93.25915,341.41284,4154.179341463415,0.0,41.292683,50.89939,1245.0,4.943333333333333,stencil,1245
73,0.0,0.995538,0.9797573,0.82004386,0.0,0.5875234,0.0,0.39699998,0.0,29874006.12865497,60700330.596491225,94.23684,68.98245,68.95322,93.32456,333.25333,4155.229856725146,0.0,40.97661,50.944443,1230.0,5.01,stencil,1230
74,0.0,0.9964551,0.9806198,0.8201138,0.0,0.5819132,0.0,0.39838323,0.0,31132304.98502994,42761051.84131736,94.57485,69.25449,68.22755,93.3982,326.72522,4160.9828353293415,0.0,40.4491,50.83533,1215.0,5.093333333333334,stencil,1215
75,0.0,0.9954464,0.9832261,0.8217942,0.0,0.57529277,0.0,0.40006378,0.0,42666078.22318841,50510850.411594205,95.41159,69.05797,68.12464,94.44638,316.51483,4143.032301449276,0.0,39.991302,50.55942,1200.0,5.076666666666667,stencil,1200
76,0.0,0.9930958,0.97882634,0.81757486,0.0,0.5688862,0.0,0.39958084,0.0,33955509.11077844,62164728.3502994,94.934135,67.85928,67.83234,93.49102,306.81686,4124.450263473054,0.0,39.556885,50.437126,1185.0,5.096666666666667,stencil,1185
77,0.0,0.99730724,0.9827768,0.8205884,0.0,0.5655623,0.0,0.40204638,0.0,25949907.228985507,43591721.60289855,95.48695,67.23478,66.85507,94.17971,303.53964,4086.032614492754,0.0,39.252174,50.173912,1170.0,5.15,stencil,1170
78,0.0,0.9968022,0.9821727,0.8194986,0.0,0.5596267,0.0,0.40282172,0.0,30217457.49860724,52013268.194986075,95.8273,67.52089,66.58496,94.830086,296.39484,4126.609306406685,0.0,38.977715,50.239555,1155.0,5.16,stencil,1155
